id,score,audio_path,char_path,jieba_path,pku_path,snlp_path
25823833,5.9,Audio_Data/25823833.mp4,char_data/2/5.9-25823833.txt,jieba_data/2/5.9-25823833.txt,pku_data/2/5.9-25823833.txt,snlp_data/2/5.9-25823833.txt
27109950,5.3,Audio_Data/27109950.mp4,char_data/1/5.3-27109950.txt,jieba_data/1/5.3-27109950.txt,pku_data/1/5.3-27109950.txt,snlp_data/1/5.3-27109950.txt
26704137,7.2,Audio_Data/26704137.mp4,char_data/2/7.2-26704137.txt,jieba_data/2/7.2-26704137.txt,pku_data/2/7.2-26704137.txt,snlp_data/2/7.2-26704137.txt
1291858,9.2,Audio_Data/1291858.mp4,char_data/0/9.2-1291858.txt,jieba_data/0/9.2-1291858.txt,pku_data/0/9.2-1291858.txt,snlp_data/0/9.2-1291858.txt
27041519,6.8,Audio_Data/27041519.mp4,char_data/1/6.8-27041519.txt,jieba_data/1/6.8-27041519.txt,pku_data/1/6.8-27041519.txt,snlp_data/1/6.8-27041519.txt
6792683,6.0,Audio_Data/6792683.mp4,char_data/2/6.0-6792683.txt,jieba_data/2/6.0-6792683.txt,pku_data/2/6.0-6792683.txt,snlp_data/2/6.0-6792683.txt
19962587,6.5,Audio_Data/19962587.mp4,char_data/0/6.5-19962587.txt,jieba_data/0/6.5-19962587.txt,pku_data/0/6.5-19962587.txt,snlp_data/0/6.5-19962587.txt
25747204,6.2,Audio_Data/25747204.mp4,char_data/2/6.2-25747204.txt,jieba_data/2/6.2-25747204.txt,pku_data/2/6.2-25747204.txt,snlp_data/2/6.2-25747204.txt
19963896,6.6,Audio_Data/19963896.mp4,char_data/0/6.6-19963896.txt,jieba_data/0/6.6-19963896.txt,pku_data/0/6.6-19963896.txt,snlp_data/0/6.6-19963896.txt
21941770,5.0,Audio_Data/21941770.mp4,char_data/1/5.0-21941770.txt,jieba_data/1/5.0-21941770.txt,pku_data/1/5.0-21941770.txt,snlp_data/1/5.0-21941770.txt
30466832,6.6,Audio_Data/30466832.mp4,char_data/2/6.6-30466832.txt,jieba_data/2/6.6-30466832.txt,pku_data/2/6.6-30466832.txt,snlp_data/2/6.6-30466832.txt
10554941,5.0,Audio_Data/10554941.mp4,char_data/1/5.0-10554941.txt,jieba_data/1/5.0-10554941.txt,pku_data/1/5.0-10554941.txt,snlp_data/1/5.0-10554941.txt
26816076,6.5,Audio_Data/26816076.mp4,char_data/3/6.5-26816076.txt,jieba_data/3/6.5-26816076.txt,pku_data/3/6.5-26816076.txt,snlp_data/3/6.5-26816076.txt
25801066,5.5,Audio_Data/25801066.mp4,char_data/3/5.5-25801066.txt,jieba_data/3/5.5-25801066.txt,pku_data/3/5.5-25801066.txt,snlp_data/3/5.5-25801066.txt
10586620,7.3,Audio_Data/10586620.mp4,char_data/1/7.3-10586620.txt,jieba_data/1/7.3-10586620.txt,pku_data/1/7.3-10586620.txt,snlp_data/1/7.3-10586620.txt
10727042,5.8,Audio_Data/10727042.mp4,char_data/2/5.8-10727042.txt,jieba_data/2/5.8-10727042.txt,pku_data/2/5.8-10727042.txt,snlp_data/2/5.8-10727042.txt
1308857,8.8,Audio_Data/1308857.mp4,char_data/1/8.8-1308857.txt,jieba_data/1/8.8-1308857.txt,pku_data/1/8.8-1308857.txt,snlp_data/1/8.8-1308857.txt
26724807,5.1,Audio_Data/26724807.mp4,char_data/0/5.1-26724807.txt,jieba_data/0/5.1-26724807.txt,pku_data/0/5.1-26724807.txt,snlp_data/0/5.1-26724807.txt
25824741,6.0,Audio_Data/25824741.mp4,char_data/3/6.0-25824741.txt,jieba_data/3/6.0-25824741.txt,pku_data/3/6.0-25824741.txt,snlp_data/3/6.0-25824741.txt
10573695,5.9,Audio_Data/10573695.mp4,char_data/2/5.9-10573695.txt,jieba_data/2/5.9-10573695.txt,pku_data/2/5.9-10573695.txt,snlp_data/2/5.9-10573695.txt
27061554,6.0,Audio_Data/27061554.mp4,char_data/3/6.0-27061554.txt,jieba_data/3/6.0-27061554.txt,pku_data/3/6.0-27061554.txt,snlp_data/3/6.0-27061554.txt
26773744,8.4,Audio_Data/26773744.mp4,char_data/0/8.4-26773744.txt,jieba_data/0/8.4-26773744.txt,pku_data/0/8.4-26773744.txt,snlp_data/0/8.4-26773744.txt
25662327,7.2,Audio_Data/25662327.mp4,char_data/1/7.2-25662327.txt,jieba_data/1/7.2-25662327.txt,pku_data/1/7.2-25662327.txt,snlp_data/1/7.2-25662327.txt
26616690,6.3,Audio_Data/26616690.mp4,char_data/2/6.3-26616690.txt,jieba_data/2/6.3-26616690.txt,pku_data/2/6.3-26616690.txt,snlp_data/2/6.3-26616690.txt
30317706,5.2,Audio_Data/30317706.mp4,char_data/0/5.2-30317706.txt,jieba_data/0/5.2-30317706.txt,pku_data/0/5.2-30317706.txt,snlp_data/0/5.2-30317706.txt
5996800,5.7,Audio_Data/5996800.mp4,char_data/0/5.7-5996800.txt,jieba_data/0/5.7-5996800.txt,pku_data/0/5.7-5996800.txt,snlp_data/0/5.7-5996800.txt
3804746,5.2,Audio_Data/3804746.mp4,char_data/2/5.2-3804746.txt,jieba_data/2/5.2-3804746.txt,pku_data/2/5.2-3804746.txt,snlp_data/2/5.2-3804746.txt
25864159,7.8,Audio_Data/25864159.mp4,char_data/2/7.8-25864159.txt,jieba_data/2/7.8-25864159.txt,pku_data/2/7.8-25864159.txt,snlp_data/2/7.8-25864159.txt
30273082,6.3,Audio_Data/30273082.mp4,char_data/2/6.3-30273082.txt,jieba_data/2/6.3-30273082.txt,pku_data/2/6.3-30273082.txt,snlp_data/2/6.3-30273082.txt
3649049,8.1,Audio_Data/3649049.mp4,char_data/3/8.1-3649049.txt,jieba_data/3/8.1-3649049.txt,pku_data/3/8.1-3649049.txt,snlp_data/3/8.1-3649049.txt
26611458,6.5,Audio_Data/26611458.mp4,char_data/3/6.5-26611458.txt,jieba_data/3/6.5-26611458.txt,pku_data/3/6.5-26611458.txt,snlp_data/3/6.5-26611458.txt
25827935,7.6,Audio_Data/25827935.mp4,char_data/0/7.6-25827935.txt,jieba_data/0/7.6-25827935.txt,pku_data/0/7.6-25827935.txt,snlp_data/0/7.6-25827935.txt
10617168,5.0,Audio_Data/10617168.mp4,char_data/2/5.0-10617168.txt,jieba_data/2/5.0-10617168.txt,pku_data/2/5.0-10617168.txt,snlp_data/2/5.0-10617168.txt
6078003,7.2,Audio_Data/6078003.mp4,char_data/0/7.2-6078003.txt,jieba_data/0/7.2-6078003.txt,pku_data/0/7.2-6078003.txt,snlp_data/0/7.2-6078003.txt
26603666,7.1,Audio_Data/26603666.mp4,char_data/2/7.1-26603666.txt,jieba_data/2/7.1-26603666.txt,pku_data/2/7.1-26603666.txt,snlp_data/2/7.1-26603666.txt
24751765,5.2,Audio_Data/24751765.mp4,char_data/3/5.2-24751765.txt,jieba_data/3/5.2-24751765.txt,pku_data/3/5.2-24751765.txt,snlp_data/3/5.2-24751765.txt
5320233,6.4,Audio_Data/5320233.mp4,char_data/0/6.4-5320233.txt,jieba_data/0/6.4-5320233.txt,pku_data/0/6.4-5320233.txt,snlp_data/0/6.4-5320233.txt
26779337,6.6,Audio_Data/26779337.mp4,char_data/0/6.6-26779337.txt,jieba_data/0/6.6-26779337.txt,pku_data/0/6.6-26779337.txt,snlp_data/0/6.6-26779337.txt
30166972,8.3,Audio_Data/30166972.mp4,char_data/3/8.3-30166972.txt,jieba_data/3/8.3-30166972.txt,pku_data/3/8.3-30166972.txt,snlp_data/3/8.3-30166972.txt
26935281,6.6,Audio_Data/26935281.mp4,char_data/2/6.6-26935281.txt,jieba_data/2/6.6-26935281.txt,pku_data/2/6.6-26935281.txt,snlp_data/2/6.6-26935281.txt
20378811,5.1,Audio_Data/20378811.mp4,char_data/3/5.1-20378811.txt,jieba_data/3/5.1-20378811.txt,pku_data/3/5.1-20378811.txt,snlp_data/3/5.1-20378811.txt
10726941,6.3,Audio_Data/10726941.mp4,char_data/0/6.3-10726941.txt,jieba_data/0/6.3-10726941.txt,pku_data/0/6.3-10726941.txt,snlp_data/0/6.3-10726941.txt
10569022,6.2,Audio_Data/10569022.mp4,char_data/2/6.2-10569022.txt,jieba_data/2/6.2-10569022.txt,pku_data/2/6.2-10569022.txt,snlp_data/2/6.2-10569022.txt
26331608,5.2,Audio_Data/26331608.mp4,char_data/1/5.2-26331608.txt,jieba_data/1/5.2-26331608.txt,pku_data/1/5.2-26331608.txt,snlp_data/1/5.2-26331608.txt
23761370,8.3,Audio_Data/23761370.mp4,char_data/1/8.3-23761370.txt,jieba_data/1/8.3-23761370.txt,pku_data/1/8.3-23761370.txt,snlp_data/1/8.3-23761370.txt
3078390,5.9,Audio_Data/3078390.mp4,char_data/3/5.9-3078390.txt,jieba_data/3/5.9-3078390.txt,pku_data/3/5.9-3078390.txt,snlp_data/3/5.9-3078390.txt
33400376,7.9,Audio_Data/33400376.mp4,char_data/0/7.9-33400376.txt,jieba_data/0/7.9-33400376.txt,pku_data/0/7.9-33400376.txt,snlp_data/0/7.9-33400376.txt
27201353,5.2,Audio_Data/27201353.mp4,char_data/2/5.2-27201353.txt,jieba_data/2/5.2-27201353.txt,pku_data/2/5.2-27201353.txt,snlp_data/2/5.2-27201353.txt
26954859,7.8,Audio_Data/26954859.mp4,char_data/1/7.8-26954859.txt,jieba_data/1/7.8-26954859.txt,pku_data/1/7.8-26954859.txt,snlp_data/1/7.8-26954859.txt
30181130,7.6,Audio_Data/30181130.mp4,char_data/0/7.6-30181130.txt,jieba_data/0/7.6-30181130.txt,pku_data/0/7.6-30181130.txt,snlp_data/0/7.6-30181130.txt
25975323,5.5,Audio_Data/25975323.mp4,char_data/3/5.5-25975323.txt,jieba_data/3/5.5-25975323.txt,pku_data/3/5.5-25975323.txt,snlp_data/3/5.5-25975323.txt
25845586,5.1,Audio_Data/25845586.mp4,char_data/1/5.1-25845586.txt,jieba_data/1/5.1-25845586.txt,pku_data/1/5.1-25845586.txt,snlp_data/1/5.1-25845586.txt
24751764,6.1,Audio_Data/24751764.mp4,char_data/2/6.1-24751764.txt,jieba_data/2/6.1-24751764.txt,pku_data/2/6.1-24751764.txt,snlp_data/2/6.1-24751764.txt
26873799,6.4,Audio_Data/26873799.mp4,char_data/1/6.4-26873799.txt,jieba_data/1/6.4-26873799.txt,pku_data/1/6.4-26873799.txt,snlp_data/1/6.4-26873799.txt
26868408,6.6,Audio_Data/26868408.mp4,char_data/2/6.6-26868408.txt,jieba_data/2/6.6-26868408.txt,pku_data/2/6.6-26868408.txt,snlp_data/2/6.6-26868408.txt
27172891,8.1,Audio_Data/27172891.mp4,char_data/3/8.1-27172891.txt,jieba_data/3/8.1-27172891.txt,pku_data/3/8.1-27172891.txt,snlp_data/3/8.1-27172891.txt
30466831,6.5,Audio_Data/30466831.mp4,char_data/1/6.5-30466831.txt,jieba_data/1/6.5-30466831.txt,pku_data/1/6.5-30466831.txt,snlp_data/1/6.5-30466831.txt
26290398,7.3,Audio_Data/26290398.mp4,char_data/1/7.3-26290398.txt,jieba_data/1/7.3-26290398.txt,pku_data/1/7.3-26290398.txt,snlp_data/1/7.3-26290398.txt
4840388,5.7,Audio_Data/4840388.mp4,char_data/3/5.7-4840388.txt,jieba_data/3/5.7-4840388.txt,pku_data/3/5.7-4840388.txt,snlp_data/3/5.7-4840388.txt
26290367,6.6,Audio_Data/26290367.mp4,char_data/2/6.6-26290367.txt,jieba_data/2/6.6-26290367.txt,pku_data/2/6.6-26290367.txt,snlp_data/2/6.6-26290367.txt
26289144,7.4,Audio_Data/26289144.mp4,char_data/0/7.4-26289144.txt,jieba_data/0/7.4-26289144.txt,pku_data/0/7.4-26289144.txt,snlp_data/0/7.4-26289144.txt
26337866,7.8,Audio_Data/26337866.mp4,char_data/1/7.8-26337866.txt,jieba_data/1/7.8-26337866.txt,pku_data/1/7.8-26337866.txt,snlp_data/1/7.8-26337866.txt
6804364,5.0,Audio_Data/6804364.mp4,char_data/1/5.0-6804364.txt,jieba_data/1/5.0-6804364.txt,pku_data/1/5.0-6804364.txt,snlp_data/1/5.0-6804364.txt
20378794,6.4,Audio_Data/20378794.mp4,char_data/2/6.4-20378794.txt,jieba_data/2/6.4-20378794.txt,pku_data/2/6.4-20378794.txt,snlp_data/2/6.4-20378794.txt
6560928,6.6,Audio_Data/6560928.mp4,char_data/1/6.6-6560928.txt,jieba_data/1/6.6-6560928.txt,pku_data/1/6.6-6560928.txt,snlp_data/1/6.6-6560928.txt
20443571,5.9,Audio_Data/20443571.mp4,char_data/2/5.9-20443571.txt,jieba_data/2/5.9-20443571.txt,pku_data/2/5.9-20443571.txt,snlp_data/2/5.9-20443571.txt
10594958,5.1,Audio_Data/10594958.mp4,char_data/3/5.1-10594958.txt,jieba_data/3/5.1-10594958.txt,pku_data/3/5.1-10594958.txt,snlp_data/3/5.1-10594958.txt
27067697,6.6,Audio_Data/27067697.mp4,char_data/0/6.6-27067697.txt,jieba_data/0/6.6-27067697.txt,pku_data/0/6.6-27067697.txt,snlp_data/0/6.6-27067697.txt
26774772,6.4,Audio_Data/26774772.mp4,char_data/1/6.4-26774772.txt,jieba_data/1/6.4-26774772.txt,pku_data/1/6.4-26774772.txt,snlp_data/1/6.4-26774772.txt
4942776,6.6,Audio_Data/4942776.mp4,char_data/0/6.6-4942776.txt,jieba_data/0/6.6-4942776.txt,pku_data/0/6.6-4942776.txt,snlp_data/0/6.6-4942776.txt
27079318,6.9,Audio_Data/27079318.mp4,char_data/0/6.9-27079318.txt,jieba_data/0/6.9-27079318.txt,pku_data/0/6.9-27079318.txt,snlp_data/0/6.9-27079318.txt
2148778,7.7,Audio_Data/2148778.mp4,char_data/1/7.7-2148778.txt,jieba_data/1/7.7-2148778.txt,pku_data/1/7.7-2148778.txt,snlp_data/1/7.7-2148778.txt
10514806,5.2,Audio_Data/10514806.mp4,char_data/0/5.2-10514806.txt,jieba_data/0/5.2-10514806.txt,pku_data/0/5.2-10514806.txt,snlp_data/0/5.2-10514806.txt
7056398,5.8,Audio_Data/7056398.mp4,char_data/1/5.8-7056398.txt,jieba_data/1/5.8-7056398.txt,pku_data/1/5.8-7056398.txt,snlp_data/1/5.8-7056398.txt
30377785,6.8,Audio_Data/30377785.mp4,char_data/0/6.8-30377785.txt,jieba_data/0/6.8-30377785.txt,pku_data/0/6.8-30377785.txt,snlp_data/0/6.8-30377785.txt
25859593,5.2,Audio_Data/25859593.mp4,char_data/3/5.2-25859593.txt,jieba_data/3/5.2-25859593.txt,pku_data/3/5.2-25859593.txt,snlp_data/3/5.2-25859593.txt
11502154,8.3,Audio_Data/11502154.mp4,char_data/0/8.3-11502154.txt,jieba_data/0/8.3-11502154.txt,pku_data/0/8.3-11502154.txt,snlp_data/0/8.3-11502154.txt
24284209,7.9,Audio_Data/24284209.mp4,char_data/2/7.9-24284209.txt,jieba_data/2/7.9-24284209.txt,pku_data/2/7.9-24284209.txt,snlp_data/2/7.9-24284209.txt
10540066,6.6,Audio_Data/10540066.mp4,char_data/1/6.6-10540066.txt,jieba_data/1/6.6-10540066.txt,pku_data/1/6.6-10540066.txt,snlp_data/1/6.6-10540066.txt
26385746,6.1,Audio_Data/26385746.mp4,char_data/3/6.1-26385746.txt,jieba_data/3/6.1-26385746.txt,pku_data/3/6.1-26385746.txt,snlp_data/3/6.1-26385746.txt
20435622,5.5,Audio_Data/20435622.mp4,char_data/3/5.5-20435622.txt,jieba_data/3/5.5-20435622.txt,pku_data/3/5.5-20435622.txt,snlp_data/3/5.5-20435622.txt
25817617,6.2,Audio_Data/25817617.mp4,char_data/2/6.2-25817617.txt,jieba_data/2/6.2-25817617.txt,pku_data/2/6.2-25817617.txt,snlp_data/2/6.2-25817617.txt
25853055,5.2,Audio_Data/25853055.mp4,char_data/3/5.2-25853055.txt,jieba_data/3/5.2-25853055.txt,pku_data/3/5.2-25853055.txt,snlp_data/3/5.2-25853055.txt
26877504,6.2,Audio_Data/26877504.mp4,char_data/2/6.2-26877504.txt,jieba_data/2/6.2-26877504.txt,pku_data/2/6.2-26877504.txt,snlp_data/2/6.2-26877504.txt
1292365,9.2,Audio_Data/1292365.mp4,char_data/1/9.2-1292365.txt,jieba_data/1/9.2-1292365.txt,pku_data/1/9.2-1292365.txt,snlp_data/1/9.2-1292365.txt
2303845,7.3,Audio_Data/2303845.mp4,char_data/1/7.3-2303845.txt,jieba_data/1/7.3-2303845.txt,pku_data/1/7.3-2303845.txt,snlp_data/1/7.3-2303845.txt
10562402,7.8,Audio_Data/10562402.mp4,char_data/2/7.8-10562402.txt,jieba_data/2/7.8-10562402.txt,pku_data/2/7.8-10562402.txt,snlp_data/2/7.8-10562402.txt
26786669,7.7,Audio_Data/26786669.mp4,char_data/3/7.7-26786669.txt,jieba_data/3/7.7-26786669.txt,pku_data/3/7.7-26786669.txt,snlp_data/3/7.7-26786669.txt
24258766,6.2,Audio_Data/24258766.mp4,char_data/3/6.2-24258766.txt,jieba_data/3/6.2-24258766.txt,pku_data/3/6.2-24258766.txt,snlp_data/3/6.2-24258766.txt
3993588,6.9,Audio_Data/3993588.mp4,char_data/0/6.9-3993588.txt,jieba_data/0/6.9-3993588.txt,pku_data/0/6.9-3993588.txt,snlp_data/0/6.9-3993588.txt
27622779,5.5,Audio_Data/27622779.mp4,char_data/2/5.5-27622779.txt,jieba_data/2/5.5-27622779.txt,pku_data/2/5.5-27622779.txt,snlp_data/2/5.5-27622779.txt
4154632,5.3,Audio_Data/4154632.mp4,char_data/1/5.3-4154632.txt,jieba_data/1/5.3-4154632.txt,pku_data/1/5.3-4154632.txt,snlp_data/1/5.3-4154632.txt
6878446,6.1,Audio_Data/6878446.mp4,char_data/1/6.1-6878446.txt,jieba_data/1/6.1-6878446.txt,pku_data/1/6.1-6878446.txt,snlp_data/1/6.1-6878446.txt
7155083,6.1,Audio_Data/7155083.mp4,char_data/2/6.1-7155083.txt,jieba_data/2/6.1-7155083.txt,pku_data/2/6.1-7155083.txt,snlp_data/2/6.1-7155083.txt
6721670,6.8,Audio_Data/6721670.mp4,char_data/3/6.8-6721670.txt,jieba_data/3/6.8-6721670.txt,pku_data/3/6.8-6721670.txt,snlp_data/3/6.8-6721670.txt
26899146,6.2,Audio_Data/26899146.mp4,char_data/2/6.2-26899146.txt,jieba_data/2/6.2-26899146.txt,pku_data/2/6.2-26899146.txt,snlp_data/2/6.2-26899146.txt
6527291,5.9,Audio_Data/6527291.mp4,char_data/0/5.9-6527291.txt,jieba_data/0/5.9-6527291.txt,pku_data/0/5.9-6527291.txt,snlp_data/0/5.9-6527291.txt
25713336,5.0,Audio_Data/25713336.mp4,char_data/2/5.0-25713336.txt,jieba_data/2/5.0-25713336.txt,pku_data/2/5.0-25713336.txt,snlp_data/2/5.0-25713336.txt
20278801,6.2,Audio_Data/20278801.mp4,char_data/1/6.2-20278801.txt,jieba_data/1/6.2-20278801.txt,pku_data/1/6.2-20278801.txt,snlp_data/1/6.2-20278801.txt
26606242,7.7,Audio_Data/26606242.mp4,char_data/3/7.7-26606242.txt,jieba_data/3/7.7-26606242.txt,pku_data/3/7.7-26606242.txt,snlp_data/3/7.7-26606242.txt
26341315,5.0,Audio_Data/26341315.mp4,char_data/1/5.0-26341315.txt,jieba_data/1/5.0-26341315.txt,pku_data/1/5.0-26341315.txt,snlp_data/1/5.0-26341315.txt
26106958,8.0,Audio_Data/26106958.mp4,char_data/1/8.0-26106958.txt,jieba_data/1/8.0-26106958.txt,pku_data/1/8.0-26106958.txt,snlp_data/1/8.0-26106958.txt
26280561,5.3,Audio_Data/26280561.mp4,char_data/3/5.3-26280561.txt,jieba_data/3/5.3-26280561.txt,pku_data/3/5.3-26280561.txt,snlp_data/3/5.3-26280561.txt
26887153,6.5,Audio_Data/26887153.mp4,char_data/0/6.5-26887153.txt,jieba_data/0/6.5-26887153.txt,pku_data/0/6.5-26887153.txt,snlp_data/0/6.5-26887153.txt
1291876,7.9,Audio_Data/1291876.mp4,char_data/3/7.9-1291876.txt,jieba_data/3/7.9-1291876.txt,pku_data/3/7.9-1291876.txt,snlp_data/3/7.9-1291876.txt
30384234,5.2,Audio_Data/30384234.mp4,char_data/3/5.2-30384234.txt,jieba_data/3/5.2-30384234.txt,pku_data/3/5.2-30384234.txt,snlp_data/3/5.2-30384234.txt
1306505,8.4,Audio_Data/1306505.mp4,char_data/2/8.4-1306505.txt,jieba_data/2/8.4-1306505.txt,pku_data/2/8.4-1306505.txt,snlp_data/2/8.4-1306505.txt
26354526,5.4,Audio_Data/26354526.mp4,char_data/0/5.4-26354526.txt,jieba_data/0/5.4-26354526.txt,pku_data/0/5.4-26354526.txt,snlp_data/0/5.4-26354526.txt
10604892,5.1,Audio_Data/10604892.mp4,char_data/2/5.1-10604892.txt,jieba_data/2/5.1-10604892.txt,pku_data/2/5.1-10604892.txt,snlp_data/2/5.1-10604892.txt
4821015,6.9,Audio_Data/4821015.mp4,char_data/0/6.9-4821015.txt,jieba_data/0/6.9-4821015.txt,pku_data/0/6.9-4821015.txt,snlp_data/0/6.9-4821015.txt
25717233,7.1,Audio_Data/25717233.mp4,char_data/3/7.1-25717233.txt,jieba_data/3/7.1-25717233.txt,pku_data/3/7.1-25717233.txt,snlp_data/3/7.1-25717233.txt
27015984,5.6,Audio_Data/27015984.mp4,char_data/3/5.6-27015984.txt,jieba_data/3/5.6-27015984.txt,pku_data/3/5.6-27015984.txt,snlp_data/3/5.6-27015984.txt
30206431,7.8,Audio_Data/30206431.mp4,char_data/2/7.8-30206431.txt,jieba_data/2/7.8-30206431.txt,pku_data/2/7.8-30206431.txt,snlp_data/2/7.8-30206431.txt
30299311,6.6,Audio_Data/30299311.mp4,char_data/3/6.6-30299311.txt,jieba_data/3/6.6-30299311.txt,pku_data/3/6.6-30299311.txt,snlp_data/3/6.6-30299311.txt
10604851,6.3,Audio_Data/10604851.mp4,char_data/3/6.3-10604851.txt,jieba_data/3/6.3-10604851.txt,pku_data/3/6.3-10604851.txt,snlp_data/3/6.3-10604851.txt
27135473,5.7,Audio_Data/27135473.mp4,char_data/1/5.7-27135473.txt,jieba_data/1/5.7-27135473.txt,pku_data/1/5.7-27135473.txt,snlp_data/1/5.7-27135473.txt
33479277,5.5,Audio_Data/33479277.mp4,char_data/2/5.5-33479277.txt,jieba_data/2/5.5-33479277.txt,pku_data/2/5.5-33479277.txt,snlp_data/2/5.5-33479277.txt
21355933,6.2,Audio_Data/21355933.mp4,char_data/3/6.2-21355933.txt,jieba_data/3/6.2-21355933.txt,pku_data/3/6.2-21355933.txt,snlp_data/3/6.2-21355933.txt
26607969,6.8,Audio_Data/26607969.mp4,char_data/3/6.8-26607969.txt,jieba_data/3/6.8-26607969.txt,pku_data/3/6.8-26607969.txt,snlp_data/3/6.8-26607969.txt
30176393,7.7,Audio_Data/30176393.mp4,char_data/1/7.7-30176393.txt,jieba_data/1/7.7-30176393.txt,pku_data/1/7.7-30176393.txt,snlp_data/1/7.7-30176393.txt
24758396,5.7,Audio_Data/24758396.mp4,char_data/0/5.7-24758396.txt,jieba_data/0/5.7-24758396.txt,pku_data/0/5.7-24758396.txt,snlp_data/0/5.7-24758396.txt
26415327,5.1,Audio_Data/26415327.mp4,char_data/2/5.1-26415327.txt,jieba_data/2/5.1-26415327.txt,pku_data/2/5.1-26415327.txt,snlp_data/2/5.1-26415327.txt
5948613,7.9,Audio_Data/5948613.mp4,char_data/0/7.9-5948613.txt,jieba_data/0/7.9-5948613.txt,pku_data/0/7.9-5948613.txt,snlp_data/0/7.9-5948613.txt
26318896,5.0,Audio_Data/26318896.mp4,char_data/3/5.0-26318896.txt,jieba_data/3/5.0-26318896.txt,pku_data/3/5.0-26318896.txt,snlp_data/3/5.0-26318896.txt
26182910,5.0,Audio_Data/26182910.mp4,char_data/2/5.0-26182910.txt,jieba_data/2/5.0-26182910.txt,pku_data/2/5.0-26182910.txt,snlp_data/2/5.0-26182910.txt
3821067,8.0,Audio_Data/3821067.mp4,char_data/0/8.0-3821067.txt,jieba_data/0/8.0-3821067.txt,pku_data/0/8.0-3821067.txt,snlp_data/0/8.0-3821067.txt
