,descriptions,id,scores
68,<START> 化 妆 师 世 真 鬼 尸 体 化 妆 师 媚 媚 常 想 问 题 长 间 死 交 言 谈 举 止 变 怪 异 加 阴 柔 外 表 飘 逸 身 材 苟 言 笑 性 格 室 友 雯 雯 常 开 玩 笑 室 友 倩 雯 雯 好 友 杨 乐 轻 气 盛 华 横 溢 开 家 婚 庆 公 司 次 新 服 务 碰 棘 手 问 题 婚 礼 开 始 化 妆 师 联 系 车 队 头 车 问 题 情 急 电 话 找 雯 雯 昏 昏 沉 沉 雯 雯 直 接 媚 媚 电 话 杨 乐 婚 礼 开 始 惊 呆 媚 媚 居 然 新 画 死 妆 亏 杨 乐 妙 语 珠 帮 新 圆 场 婚 礼 总 算 惊 无 险 杨 乐 媚 媚 产 生 微 妙 感 觉 些 责 媚 媚 觉 沉 醉 工 作 亦 师 亦 友 堂 <UNK> 马 爷 劝 媚 媚 朋 友 聚 聚 样 减 少 身 阴 气 激 烈 思 想 斗 争 媚 媚 次 雯 雯 酒 没 想 媚 媚 次 选 择 卷 入 场 惊 心 动 魄 匪 夷 思 事 豆 瓣 <UNK> <UNK> <UNK> <UNK> <UNK> 巩新亮 大左 午马 午马 <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,21372183,1
69,<START> 育 婴 室 元 末 军 阀 混 战 曾 现 支 嗜 食 肉 尤 食 儿 肉 淮 右 军 紧 邻 淮 河 镇 塘 曾 深 受 害 淮 右 军 困 塘 夜 间 吃 光 镇 婴 幼 儿 战 乱 平 息 民 国 间 塘 镇 流 行 召 唤 婴 灵 巫 术 养 婴 灵 善 终 曾 吃 幼 婴 淮 右 军 蒙 少 晖 误 入 镇 意 孤 行 揭 开 镇 压 邪 灵 封 印 古 镇 开 始 频 频 现 恐 怖 异 象 事 相 关 接 死 似 种 神 秘 力 量 守 护 秘 密 <UNK> <UNK> <UNK> <UNK> 徐洁儿 <UNK> <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,26318896,1
70,<START> 北 京 遇 西 雅 图 败 金 文 佳 佳 曾 美 食 杂 志 编 辑 爱 情 充 满 电 影 西 雅 图 夜 未 眠 样 浪 漫 幻 想 现 实 孩 子 美 利 坚 公 民 身 远 万 身 西 雅 图 月 子 心 产 生 子 月 子 心 文 佳 佳 <UNK> 富 作 风 引 发 房 东 孕 妇 周 逸 陈 悦 反 感 倍 感 孤 独 司 机 郝 志 倾 诉 心 声 木 讷 老 实 落 魄 叔 平 庸 子 国 曾 流 心 血 疾 病 方 面 名 医 相 处 体 贴 包 容 渐 渐 融 化 文 佳 佳 刁 蛮 性 文 佳 佳 富 豪 友 突 然 失 踪 夜 间 变 成 穷 文 佳 佳 无 微 顾 儿 生 活 段 日 子 文 佳 佳 找 家 温 暖 历 变 文 佳 佳 生 孩 子 结 束 西 雅 图 颠 沛 旅 间 产 生 微 妙 化 学 变 化 发 现 真 正 追 求 爱 情 什 开 西 雅 图 代 表 结 束 开 次 相 遇 开 始 豆 瓣 <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> & <UNK> <UNK> 汤唯 吴秀波 海清 薛晓路 <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,10574468,1
71,<START> 白 发 魔 传 明 月 天 国 川 陕 总 督 卓 仲 廉 孙 子 卓 航 成 武 派 新 掌 门 藉 良 机 奉 紫 阳 长 命 京 城 进 奉 红 丸 知 巨 阉 魏 忠 贤 作 梗 假 红 丸 毒 死 登 基 久 明 光 宗 持 政 派 锦 衣 卫 追 杀 卓 航 川 陕 副 金 独 异 图 谋 害 死 卓 仲 廉 栽 赃 救 助 灾 民 魔 教 子 玉 罗 刹 混 战 面 缘 玉 罗 刹 卓 凡 度 相 逢 坠 入 爱 河 然 好 景 长 锦 衣 卫 魔 爪 分 伸 玉 罗 刹 明 月 寨 武 山 情 迫 分 免 武 覆 灭 难 卓 航 忍 辱 负 重 阉 党 知 卓 航 娶 妻 消 息 玉 罗 刹 夜 白 头 乱 世 秋 传 奇 千 古 流 传 豆 瓣 <UNK> <UNK> <UNK> <UNK> <UNK> 范冰冰 黄晓明 赵文卓 <UNK> <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,10807916,1
72,<START> 嫂 轻 漂 亮 左 兰 纯 洁 善 良 孩 相 恋 友 父 亲 嗜 赌 成 性 追 债 程 左 兰 惨 遭 凌 辱 弃 友 左 兰 送 老 板 床 左 兰 心 死 灰 龙 寨 老 罪 哥 救 想 轻 生 左 兰 左 兰 报 复 毁 掉 生 决 心 罪 哥 罪 哥 次 次 历 练 左 兰 手 刃 龙 寨 叛 徒 成 长 名 副 实 江 湖 嫂 左 兰 接 手 龙 寨 生 意 设 计 杀 死 贪 污 黑 警 伤 害 仇 报 罪 哥 手 陈 杰 暗 恋 左 兰 左 兰 变 化 心 痛 苦 想 劝 回 头 罪 哥 弥 留 际 想 正 式 传 左 兰 告 知 陈 杰 警 方 卧 底 刻 香 港 廉 政 公 署 手 清 理 龙 寨 外 忧 患 左 兰 抉 择 <UNK> 徐冬冬 <UNK> 伍允龙 阚家伟 <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,26996783,1
73,<START> 影 子 愛 柯 氏 集 团 继 承 神 秘 失 踪 恋 总 裁 助 理 权 正 熏 保 护 继 承 权 利 益 策 划 计 谋 找 长 相 酷 似 孩 秦 芯 代 权 正 熏 指 导 秦 芯 搬 进 柯 氏 宅 接 受 作 企 业 继 承 种 种 培 训 掩 耳 目 心 想 篡 夺 继 承 权 叔 叔 董 傲 伺 机 动 企 图 揭 穿 秦 芯 假 面 目 变 成 秦 芯 面 重 考 验 权 正 熏 相 处 暗 生 情 愫 想 努 力 追 求 段 幸 福 真 现 豆 瓣 <UNK> <UNK> <UNK> <UNK> <UNK> 张柏芝 权相宇 景甜 <UNK> <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,6436763,1
74,<START> 非 凡 务 国 境 陲 云 市 卧 底 林 凯 老 程 毅 交 易 遭 缉 毒 警 突 袭 危 急 刻 林 凯 救 方 毒 品 贩 子 路 挟 持 金 角 狡 猾 狠 毒 毒 枭 老 鹰 巢 穴 老 鹰 恼 羞 成 怒 派 儿 子 林 凯 回 云 市 查 清 究 竟 吞 钱 货 番 交 手 林 凯 占 主 动 求 老 鹰 华 区 毒 品 营 权 交 实 进 步 接 近 老 鹰 群 犯 罪 分 子 网 走 警 校 天 便 性 命 交 国 家 民 必 须 抛 弃 原 身 毒 贩 嘴 脸 罪 恶 横 生 世 界 穿 行 没 回 头 路 国 法 捍 卫 勇 直 行 豆 瓣 <UNK> <UNK> <UNK> <UNK> 黄轩 段奕宏 郎月婷 麦兆辉 <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,26616690,1
75,<START> 记 忆 碎 繁 华 市 缘 带 栋 老 旧 神 秘 公 寓 面 居 住 形 形 色 色 奇 怪 高 帅 穷 落 魄 律 师 倔 强 轻 漂 亮 孩 惯 溜 门 撬 锁 蠢 贼 黑 社 老 美 艳 性 感 情 妇 假 药 贩 山 雨 欲 夜 样 公 寓 突 具 尸 体 底 杀 恨 入 骨 骗 万 贯 家 财 欺 骗 强 暴 抑 直 踩 头 围 绕 具 惊 慌 尸 体 惊 慌 失 措 准 备 逃 夭 夭 面 色 镇 定 承 认 杀 罪 行 偷 梁 换 柱 企 图 制 造 杀 现 场 咬 牙 切 齿 主 动 提 埋 尸 天 夜 间 色 历 场 终 身 难 忘 记 忆 凶 手 真 相 貌 似 盖 棺 定 意 外 结 局 反 转 瞠 目 结 舌 豆 瓣 <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> 雷佳音 夏梓桐 李菁 朴裕焕 <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,24826968,1
76,<START> 跑 天 李 天 父 母 婚 性 固 执 倔 强 受 伤 渴 母 爱 惜 李 天 父 亲 李 飞 雄 无 知 李 天 热 爱 跑 步 热 爱 奔 跑 感 受 风 速 度 李 飞 翔 想 儿 子 老 老 实 实 念 书 样 路 次 偶 然 眼 仔 发 现 李 天 跑 步 天 赋 成 李 天 教 练 带 参 加 酷 跑 夜 活 动 活 动 李 天 结 识 许 志 合 好 友 蝎 子 裁 判 蜘 蛛 李 天 重 拾 快 乐 赛 李 天 坚 持 严 格 训 练 获 终 胜 利 豆 瓣 <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> 田亮 胡静 杨幂 <UNK> <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,6946777,1
77,<START> 恐 怖 理 发 店 深 山 镇 理 发 店 发 生 系 列 灵 异 奇 闻 殷 果 儿 青 安 姜 星 丘 陷 入 危 难 绝 境 无 法 脱 身 理 发 店 关 联 物 接 惨 绝 杀 害 血 腥 残 暴 引 心 惶 惶 抽 丝 剥 茧 真 相 加 心 惊 胆 战 <UNK> 殷果儿 <UNK> 姜星丘 <UNK> <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,26865690,1
78,<START> 神 通 乡 巴 佬 长 帅 单 纯 爱 楚 天 乡 村 城 市 寻 找 爱 情 事 洁 癖 市 产 邋 遢 乡 毛 头 子 楞 头 楞 脑 傻 根 遭 遇 老 谋 深 算 琛 哥 改 变 必 须 朱 哥 宝 训 条 追 仔 败 家 万 元 西 装 定 身 朱 哥 宝 训 条 使 方 盲 谎 编 相 貌 英 俊 酷 似 金 城 武 轻 金 分 钟 万 朱 哥 宝 训 条 果 钱 讲 穷 妈 什 关 系 朱 哥 宝 训 条 面 条 外 恩 定 知 恩 图 报 朱 月 坡 精 心 调 教 楚 天 否 胜 利 师 老 实 巴 交 真 兑 现 承 诺 惜 切 代 价 报 答 恩 朱 月 坡 豆 瓣 <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> 王宝强 曾志伟 <UNK> <UNK> <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,10487240,1
79,<START> 隐 婚 崔 民 国 老 婆 张 静 宜 分 恩 爱 深 感 房 贷 压 力 日 崔 民 国 遇 调 香 师 好 友 发 现 气 味 天 分 拉 加 盟 公 司 老 板 明 禁 止 招 收 婚 崔 民 国 隐 瞒 结 婚 事 实 初 遭 老 板 秘 书 奚 落 事 嘲 讽 高 薪 水 老 婆 交 代 隐 婚 工 作 乐 疲 次 应 日 客 户 回 忆 难 题 崔 民 国 挺 身 精 彩 解 围 老 板 赏 识 常 求 加 班 怕 节 假 日 放 引 发 老 婆 极 满 请 教 闺 蜜 情 感 专 家 果 崔 民 国 老 婆 鉴 定 轨 夫 妻 关 系 闹 僵 崔 民 国 留 意 老 板 明 星 伦 关 注 非 寻 常 豆 瓣 <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> 陈奕迅 刘若英 <UNK> 叶念琛 <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,5294324,1
80,<START> 见 光 林 志 强 初 好 兄 弟 刘 晓 军 升 入 高 活 泼 王 佳 咧 咧 陈 曦 成 挚 友 间 友 情 爱 情 互 相 纠 缠 发 生 种 啼 笑 皆 非 事 走 回 青 春 光 <UNK> <UNK> 张家瑜 <UNK> 薛贤坚 <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,27061554,1
81,<START> 柳 柳 文 钱 谦 益 爱 情 传 奇 流 传 百 柳 青 楼 头 牌 琴 棋 书 画 样 样 精 通 主 张 平 关 心 家 国 事 政 治 风 波 历 尔 虞 诈 钱 谦 益 身 心 疲 惫 情 诗 酒 心 怀 社 <UNK> 机 缘 凑 巧 诗 媒 惺 惺 相 惜 互 相 欣 赏 走 然 山 雨 欲 风 满 楼 巨 变 代 眼 沦 亡 面 改 换 代 观 察 历 史 角 度 钱 柳 局 法 发 生 分 歧 感 情 现 裂 痕 远 北 清 廷 官 员 南 追 寻 抗 清 南 明 军 队 繁 华 破 镜 重 圆 红 豆 山 庄 普 通 平 淡 田 园 生 活 豆 瓣 <UNK> <UNK> <UNK> <UNK> <UNK> 万茜 <UNK> 冯绍峰 <UNK> <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,6078003,1
83,<START> 幸 <UNK> 城 市 游 荡 羁 少 旭 盒 鸡 蛋 结 识 孤 独 老 芬 姨 工 作 失 意 生 活 窘 迫 无 处 旭 利 计 谋 住 进 芬 姨 老 屋 完 没 交 集 成 室 友 然 生 活 主 张 世 界 屋 檐 无 法 平 静 脾 气 古 怪 芬 姨 立 规 条 少 轻 狂 旭 难 接 受 相 互 制 约 理 解 漠 关 心 牵 挂 摩 擦 逐 渐 成 解 方 好 方 式 冰 冷 城 市 寻 找 温 暖 陪 伴 方 现 成 幸 运 儿 豆 瓣 <UNK> <UNK> <UNK> <UNK> 惠英红 陈家乐 刘雅瑟 <UNK> <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,26351526,1
