,descriptions,id,scores
155,<START> Z 風暴 商业 犯罪 搜查 科 警司 黄文彬 妻子 前往 廉政公署 举报 丈夫 巨额 现金 来路不明 <UNK> 首席 调查 主任 陆志廉 奉命 <UNK> <UNK> <UNK> 对手 <UNK> <UNK> <UNK> <UNK> 最终 平安 脱险 <UNK> <UNK> 调查 素有 香港 会计 界 教父 之称 <UNK> 未果 视频 二人 反常 举止 陆 怀疑 身份 难辨 Z 基金 <UNK> 律师 <UNK> 推动 即将 <UNK> 基金 打着 <UNK> <UNK> 有望 吸引 <UNK> 150 亿 <UNK> 关怀 基金 投入 陆 敏感 察觉 蹊跷 同事 利用 有限 时间 展开 调查 金钱 诱惑 之下 贪婪 <UNK> 铤而走险 不惜 为此 杀人 嗜血 <UNK> <UNK> Z 风暴 即将 到来 <UNK> … … <UNK> <UNK> <UNK> <UNK> <UNK> 古天乐 林家栋 <UNK> 林德禄 <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,25792690,1
156,<START> 念书 孩子 爸妈 城里 打工 家里 爷爷 照顾 <UNK> 开开 上学 生活 开开 捡 一只 <UNK> 取名 胆儿 小胆儿 <UNK> 特别 平时 叫唤 爷爷 哑巴 狗 小胆儿 聪明 开开 干 胆儿 干 开开 走 一步 一步 <UNK> 走 丢 <UNK> <UNK> 开开 朋友 爷爷 <UNK> <UNK> 家里 经济 吃药 <UNK> 费 <UNK> 开 开放 学 <UNK> 爷爷 怕 开开 空虚 哄 开开 念 课文 课 <UNK> <UNK> 课 课 预习 预习 爷爷 不在意 开开 <UNK> 错 开开 有事 <UNK> 开开 每次 念书 小胆儿 <UNK> 坐在 爷爷 <UNK> 听 老师 <UNK> 开开 开开 <UNK> 好 <UNK> 写 好 将来 考上 研究生 <UNK> 开开 念书 <UNK> 念完 <UNK> 念 <UNK> 念完 <UNK> 念 三国 小胆儿 咬 开开 <UNK> 爷爷 屋里 <UNK> 开开 连忙 跑 发现 爷爷 <UNK> 床上 呼吸 开开 父母 回来 安葬 爷爷 带 开开 进城 开开 不想 走 班里 <UNK> 进城 半年 找到 学校 几天 回来 开开 念书 不想 进城 开开 爸爸 城里 打工 <END> <PAD> <PAD>,19976058,1
157,<START> P 風暴 廉政公署 收到 <UNK> <UNK> <UNK> 举报 举报 坐牢 富 二代 曹元元 涉嫌 行贿 监狱 监督 <UNK> <UNK> <UNK> 首席 调查 主任 陆志廉 深入虎穴 卧底 狱中 监狱 陆志廉 送入 监狱 警司 黄文彬 曹元元 两大 帮派 <UNK> 水火 陆志廉 趁机 接近 曹元元 信任 监狱 外 廉政公署 总 调查 主任 <UNK> 国内 <UNK> <UNK> <UNK> 陆港 联手 通力合作 最终 成功 破获 <UNK> 行贿 大案 <UNK> 古天乐 郑嘉颖 林峯 林德禄 <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,27202819,1
158,<START> 爱 爱 <UNK> 少女 小乐 大龄 男友 亚鹏 制造 惊喜 浪漫 <UNK> <UNK> 亚鹏 <UNK> 提出 分手 转身 投入 知性 女人 梁蕾 怀抱 梁蕾 在职 场上 成熟 <UNK> 浑身 散发 成熟 女人 温暖 气息 <UNK> 感情 异 常人 执拗 时间 长 亚鹏 竟 分道扬镳 地步 <UNK> 亚鹏 <UNK> <UNK> <UNK> 温柔 <UNK> <UNK> 陈曦 <UNK> 亚鹏 <UNK> 经历 一番 最初 热情 陈曦 终于 露出 骨子里 <UNK> 俩 分手 历经 三段 感情 亚鹏 自我 <UNK> 当初 小乐 分手 错误 ...... <UNK> <UNK> <UNK> <UNK> <UNK> 张涵予 王珞丹 <UNK> 马志宇 <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,20471876,1
159,<START> 天下 <UNK> 王薄 <UNK> 一对 最佳 贼 拍档 <UNK> 王薄 孩子 王丽 <UNK> 赎罪 两人 <UNK> 火车站 城市 挣 一笔 钱 回老家 <UNK> <UNK> 农村 <UNK> 傻 <UNK> 王丽 单纯 打动 暗中 保护 <UNK> 辛苦 钱 失窃 王薄 <UNK> 找 合适 机会 下手 最终 夫妻情 深 <UNK> 王丽 阵营 不料 傻根 钱 早 <UNK> 头 目的 著名 <UNK> 团伙 盯上 一系列 围绕 傻根 书包 钞票 王薄 王丽 <UNK> 团伙 展开 强强 斗争 上演 <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> 刘德华 刘若英 王宝强 冯小刚 <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,1291550,1
160,<START> 猪猪 侠 终极 决战 黑暗世界 怪兽 结束 童话世界 恢复 往日 和平 在此之后 一款 变 身 战队 训练 系统 开发 成功 正式 <UNK> 超人 强 猪猪 侠 菲菲 <UNK> 呆呆 五名 战队 伙伴 <UNK> 系统 <UNK> 玩家 由此 虚拟 童话世界 变身 战队 身份 虚拟 怪兽 作战 享受 一把 超级 英雄 <UNK> 天 猪猪 侠 虚拟世界 探险 遭遇 系统 队友 巴罗 猪猪 侠 对此 生气 巴罗 正是 父亲 名字 情愿 虚拟世界 巴罗 执行 度过 一段 快乐 时光 猪猪 侠 警惕 黑暗世界 阴谋 正 悄然 … … <UNK> 陆双 陈志荣 祖晴 陆锦明 <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,26358025,1
161,<START> 闯入 独居 老人 <UNK> 接到 <UNK> 忧心忡忡 大儿子 大军 <UNK> 老人 丧偶 引发 臆想 症 老 <UNK> 小儿子 小兵 沟通 演变成 看不惯 <UNK> 儿子 <UNK> 引发 争吵 老邓 两个 儿子 生活 闯入 格格不入 生活 老房子 时间 推移 区内 发生 入室 抢劫案 大军 家里 发生 <UNK> 事件 一家人 变得 警惕 老邓 一个 游荡 少年 好心 家里 借住 事件 平息 愈演愈烈 兄弟 终于 发现 事件 发生 几十年 母亲 <UNK> 发生 事 <UNK> … … <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> 冯远征 秦海璐 王小帅 <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,20514902,1
162,<START> 汽车 总动员 8 岁 男孩 卡卡 聪明 活泼 一个 顶尖 汽车 工程师 助手 兼 玩伴 丁丁 开发 名为 K 系统 <UNK> K 系统 <UNK> 操作 <UNK> 对话 <UNK> <UNK> <UNK> 开朗 <UNK> 很快 丁丁 打成一片 卡卡 <UNK> 开发 冷静 淡定 <UNK> 堪称 接近 完美 <UNK> 未过 多久 卡卡 <UNK> 高级 智能 汽车 大赛 邀请函 信心 满满 带 <UNK> 宝贝 车 参加 比赛 为此 三部 车 定制 严苛 训练 计划 比赛 一天天 临近 三部 个性 十足 智能 <UNK> 成绩 <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,26416155,1
163,<START> 启功 老 北京 一条 胡同 住 <UNK> 一代 <UNK> 启功 老人 老伴儿 <UNK> <UNK> 平凡 安宁 生活 <UNK> 涌动 时代 小人物 暴风雨 <UNK> 启功 拥有 <UNK> <UNK> 文革 浪潮 <UNK> 年代 带来 麻烦 <UNK> <UNK> 家中 搜查 <UNK> 物品 所幸 总有 倾心 传统 文化 <UNK> 运动 之中 启功 时常 回忆起 <UNK> 绘画 情景 <UNK> <UNK> 往事 老伴儿 相濡以沫 过往 感慨 唏嘘 饱受 屈辱 历经 荣光 事 不知不觉 便 <UNK> <UNK> 慢慢 学会 放下 自觉 流淌 老人 <UNK> 之中 … … <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,26440017,1
164,<START> 恶棍 天使 查 小刀 智商 极高 性格 <UNK> <UNK> 莫非 一介 混混 个性 嚣张 跋扈 一场 车祸 两人 相遇 莫非 毫无 意外 狠狠 查 小刀 身上 <UNK> 一笔 亲情 淡漠 工作 受挫 遭 恶人 <UNK> 查 小刀 心灰意冷 无意之中 得知 一位 名为 折 耳根 神医 专治 <UNK> 便 寻求 <UNK> 念头 查 小刀 想到 莫非 居然 折 耳根 病人 <UNK> 失眠 困扰 痛不欲生 折 耳根 告诉 两人 正是 <UNK> 治病 查 小刀 莫非 结为 搭档 <UNK> 惹出 无数 麻烦 笑话 亦 结下 深厚 感情 <UNK> <UNK> <UNK> <UNK> 邓超 孙俪 <UNK> 俞白眉 <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,26290365,1
165,<START> 罗 小黑 战记 熙攘 人类 世界 很多 妖精 隐匿 人类 <UNK> 生活 猫 <UNK> 小黑 家园 破坏 流浪 之旅 这场 旅途 惺惺相惜 妖精 同类 和谐 包容 人类 伙伴 相继 小黑 陷入 两难 抉择 究竟 归属 <UNK> 山新 <UNK> <UNK> <UNK> <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,26709258,1
166,<START> 重生 爱人 <UNK> 峰回 即将 步入 婚姻 殿堂 恋人 苏莹 沉浸 幸福 之中 一个 神秘 生活 <UNK> <UNK> 神秘 提供 种种 线索 苏莹 震惊 发现 程 峰回 真实 身份 苏莹 同学 林强 可怕 苏莹 记忆里 林强 早已 一场 大火 丧生 青葱 岁月 苏莹 名叫 江重 云 男孩 有过 一段 甜蜜 青涩 感情 江重 云 背后 默默 保护 苏莹 本人 承认 苏莹 感动 两人 计划 考上 大学 携手 步入 美好 未来 <UNK> 实验室 一场 突如其来 大火 苏莹 江重 云 幻想 <UNK> 殆尽 <UNK> <UNK> 正是 林强 <UNK> <UNK> <UNK> <UNK> 王丽坤 <UNK> <UNK> <UNK> <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,26101065,1
167,<START> <UNK> 之华 <UNK> <UNK> 告别 <UNK> <UNK> 姐姐 <UNK> 些许 落寞 心情 丈夫 姐姐 儿子 <UNK> 踏上 归途 临走 <UNK> 睦 睦 手中 <UNK> 一封 邀请函 这是 姐姐 <UNK> 初中 同学会 邀请 <UNK> 老友 <UNK> 环境 众人 当作 <UNK> 之华 坦然 姐姐 去世 事实 选择 先行 离去 途中 姐妹俩 旧 相识 尹川 重逢 在此之后 <UNK> 姐姐 名义 尹川 写信 <UNK> 青葱 时代 记忆 老家 睦 睦 之华 女儿 <UNK> 接到 尹川 <UNK> 出于 母亲 过往 好奇 <UNK> <UNK> 写 回信 喧嚣 匆忙 电子 时代 两代 <UNK> <UNK> <UNK> 逝去 岁月 人生 … … <UNK> <UNK> <UNK> <UNK> <UNK> 周迅 秦昊 杜江 <UNK> <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,27615233,1
168,<START> 无名之辈 来自 乡村 笨贼 眼镜 大头 抢 一家 <UNK> 慌乱 之中 <UNK> 坐 <UNK> 单身 女子 嘉旗 家中 嘉旗 早已 活着 欲望 <UNK> 俩 笨贼 杀死 另一边 楼盘 老板 资金 <UNK> 跑 路 留下 保安 马先勇 讨债 周旋 马 立功 无数 协警 <UNK> 关头 一场 车祸 毁 原本 看似 美好 不久前 挖 一把 喷子 原本 打算 交给 当初 警察 好友 立功 发现 喷子 <UNK> <UNK> 新闻 手机 抢劫案 马先勇 意识 喷子 劫匪 手上 漫长 相关 <UNK> 纠结 煎熬 渺小 无名之辈 <UNK> 感受 来自 命运 <UNK> … … <UNK> <UNK> <UNK> <UNK> <UNK> 陈建斌 任素汐 潘斌龙 <UNK> <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,27110296,1
169,<START> 亲密 敌人 投资银行 经理 戴 瑞克 <UNK> 忙于 <UNK> 矿 企业 收购 前任 女友 <UNK> 来到 香港 <UNK> 投资银行 <UNK> 身份 担任 <UNK> 矿 企业 <UNK> 昔日 情人 即将 在职 场 展开 对决 戴 瑞克 <UNK> <UNK> 试图 好友 身份 劝说 艾米 退出 热门 金融 <UNK> 亨利 发现 李 <UNK> 过往 艾米 戴 瑞克 事业 繁忙 <UNK> 时间 陪伴 赌气 分手 戴 瑞克 安排 亦 <UNK> <UNK> 戴 瑞克 艾米 飞往 伦敦 航班 巧遇 <UNK> 胜出 二人 连番 缠斗 事情 发展 <UNK> 亲密 敌人 关系 再度 变化 … … <UNK> <UNK> <UNK> <UNK> <UNK> 徐静蕾 <UNK> 梁咏琪 徐静蕾 <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,6062731,1
170,<START> 湄公河 金三角 湄公河 一处 称为 <UNK> <UNK> <UNK> 来自 中国 商船 不明 身份 之人 枪击 袭击 未过 多久 泰国 军方 新闻 发布会 指责 中国 商船 <UNK> 发布会 <UNK> 船员 逃亡 十三 <UNK> 遭受 残忍 杀害 中国 船员 尸体 很快 发现 这起 <UNK> 案件 中国 警方 <UNK> 震惊 <UNK> 缉毒 <UNK> 队长 高刚 受命 带 特别 小组 前往 泰国 <UNK> <UNK> 合作 <UNK> 现有 资料 <UNK> 这件 案子 盘踞 金三角 毒枭 糯卡 糯卡 贪婪 残忍 胆大包天 湄公河 <UNK> 一颗 惊扰 运输 <UNK> 恶棍 绳 之于法 中国 <UNK> <UNK> 三国 联合 <UNK> 糯卡 制毒 窝点 扫荡 高刚 危险 境地 丧失 人性 贩毒分子 惨烈 对决 … … 本片 真实 事件 改编 <UNK> <UNK> <UNK> 张涵予 彭于晏 <UNK> 林超贤 <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,25815034,1
171,<START> 逃亡 <UNK> 2 港 越狱 专家 布雷斯 <UNK> 三个 学生 周树 卢克 金 布罗 三人 性格 迥异 行事 风格 大相径庭 保护 表弟 马 <UNK> 周树 表弟 <UNK> 一座 名为 冥府 超级 监狱 布雷斯 林 营救 爱徒 逃出 海上 监狱 坟墓 <UNK> 冥府 监狱 难度 更高 困难 升级 对抗 一触即发 师徒 几人 监狱 艰难 保命 监狱 外 追查 这座 地下 监狱 同行 <UNK> <UNK> 并肩作战 最终 <UNK> 团队 三人 人工智能 <UNK> 反派 展开 殊死 决战 一场 大战 即将 开启 <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> 黄晓明 戴夫·巴蒂斯塔 <UNK> <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,26905469,1
172,<START> 全能 囧 爸 李 国富 儿子 平娃 相依为命 生活 <UNK> 平娃 拉扯 长大 李 国富 感到 <UNK> 平娃 奔 男人 一堆 大事 还要 <UNK> 糟糕 平娃 处于 叛逆 <UNK> 父亲 <UNK> 人生 感到 不满 李 国富 帮 儿子 找 工作 找 老婆 <UNK> 广场 <UNK> 小分队 <UNK> 领导 队伍 <UNK> 儿子 证明 能力 一把 年纪 李 国富 毅然 报名 参加 选秀 比赛 生活 弄 鸡飞狗跳 幸运 李 国富 <UNK> 一场 忙 亲情 <UNK> 久违 爱情 <UNK> <UNK> <UNK> <UNK> <UNK> 于非 董春泽 <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,26011893,1
173,<START> <UNK> 年关 小城 居民 <UNK> 过年 <UNK> <UNK> 请来 <UNK> 白 刀子 <UNK> 刀子 一头 <UNK> 猪 即将 踏入 走上 餐桌 征途 一句 <UNK> 幺 儿 打破 平静 祥和 氛围 猪 猪 各色 一出 <UNK> 归属 小城 <UNK> 轰轰烈烈 热热闹闹 拉开 序幕 <UNK> <UNK> 岳红 <UNK> <UNK> <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,27622779,1
